order,train_val_test,filename,filename_prefix,length,clips,fuel,config,cyl,turbo,misfire,loc,idle,disp,hp,make,oem
218,val,Optima Abnormal 5 - Cylinder 2.wav,OptimaAbnormal5Cylinder2,311.3,103,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,2.4,200,Kia,Hyundai
219,val,Optima Abnormal 6 - Cylinder 2.wav,OptimaAbnormal6Cylinder2,123.3,41,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,2.4,200,Kia,Hyundai
228,test,OUTSAMPLE Nissan Versa Note Abnormal 1.wav,OUTSAMPLENissanVersaNoteAbnormal1,127.4,42,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,Unknown,Unknown,Nissan,Nissan
230,test,OUTSAMPLE Optima Abnormal 2 - Cylinder 1.wav,OUTSAMPLEOptimaAbnormal2Cylinder1,122.8,40,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,2.4,200,Kia,Hyundai
232,val,OUTSAMPLE Veloster I4 Abnormal 2.wav,OUTSAMPLEVelosterI4Abnormal2,284.9,94,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,1.6,138,Hyundai,Hyundai
233,test,Pacifica Abnormal 1.wav,PacificaAbnormal1,90.5,30,Gasoline,Inline,6,Normally Aspirated,Abnormal,Open Hood,Idle,3.6,287,Chrysler,Stellantis
263,val,Regal Abnormal 1 Stata Garage.wav,RegalAbnormal1StataGarage,611.2,203,Gasoline,Inline,4,Turbocharged,Abnormal,Open Hood,Idle,2.0,260,Buick,GM
264,val,Regal Abnormal Parkman Lot Cyl 1.wav,RegalAbnormalParkmanLotCyl1,333.5,111,Gasoline,Inline,4,Turbocharged,Abnormal,Open Hood,Idle,2.0,260,Buick,GM
268,test,Sentra Misfire 1.wav,SentraMisfire1,135.3,45,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,Unknown,Unknown,Nissan,Nissan
278,val,Veloster I4 Abnormal 1.wav,VelosterI4Abnormal1,364.1,121,Gasoline,Inline,4,Normally Aspirated,Abnormal,Open Hood,Idle,1.6,138,Hyundai,Hyundai
227,val,OUTSAMPLE Fusion Abnormal 2.wav,OUTSAMPLEFusionAbnormal2,17.1,5,Gasoline,Unknown,Unknown,Unknown,Abnormal,Unknown,Unknown,Unknown,Unknown,Ford,Ford
178,val,Frontier Abnormal 1 Cyl 3.wav,FrontierAbnormal1Cyl3,154.0,51,Gasoline,V,6,Normally Aspirated,Abnormal,Open Hood,Idle,4.0,261,Nissan,Nissan
,YT_test,2004 Mercedes-Benz E500.wav,2004MercedesBenzE500,,,Gasoline,V,8,Normally Aspirated,Abnormal,Open Hood,Non Idle,5.0,302,Mercedes-Benz,Daimler
,YT_test,2010 BMW X5 M.wav,2010BMWX5M,,,Gasoline,V,8,Turbocharged,Abnormal,Unknown,Idle,4.4,555,BMW,BMW
,YT_test,2010 GMC Sierra.wav,2010GMCSierra,,,Gasoline,V,8,Unknown,Abnormal,Unknown,Idle,4.8,302,GMC,GM
,YT_test,2013 Ford F150 6.2.wav,2013FordF15062,,,Gasoline,V,8,Normally Aspirated,Abnormal,Unknown,Idle,6.2,411,Ford,Ford
,YT_test,2015 Ford F250 6.2.wav,2015FordF25062,,,Gasoline,V,8,Normally Aspirated,Abnormal,Unknown,Idle,6.2,385,Ford,Ford
,YT_test,Audi TFSI.wav,AudiTFSI,,,Gasoline,V,6,Turbocharged,Abnormal,Open Hood,Non Idle,2.9,444,Audi,Audi
,YT_test,2003 Ford F450.wav,2003FordF450,,,Gasoline,V,10,Turbocharged,Normal,Open Hood,Idle,7.3,275,Ford,Ford
,YT_test,BMW E60 M5.wav,BMWE60M5,,,Gasoline,V,10,Normally Aspirated,Normal,Unknown,Idle,5.0,500,BMW,BMW
,YT_test,1989 Ford F250.wav,1989FordF250,,,Gasoline,V,8,Normally Aspirated,Normal,Open Hood,Idle,5.8,Unknown,Ford,Ford
,YT_test,2018 Camaro 1LT 1SS 6.2.wav,2018Camaro1LT1SS62,,,Gasoline,V,8,Normally Aspirated,Normal,Unknown,Idle,6.2,455,Chevrolet,GM
,YT_test,2018 Ford F150 5.0.wav,2018FordF15050,,,Gasoline,V,8,Normally Aspirated,Normal,Unknown,Idle,5.0,395,Ford,Ford
,YT_test,Audi Q7 4.2 TDI.wav,AudiQ742TDI,,,Diesel,V,8,Unknown,Normal,Open Hood,Idle,4.2,350,Audi,Audi
,YT_test,Audi S5 4.2.wav,AudiS542,,,Gasoline,V,8,Unknown,Normal,Open Hood,Idle,4.2,354,Audi,Audi
,YT_test,Audi S7 4.0 TFSI.wav,AudiS740TFSI,,,Gasoline,V,8,Unknown,Normal,Unknown,Idle,4.0,450,Audi,Audi
,YT_test,1994 Ford Thunderbird.wav,1994FordThunderbird,,,Gasoline,V,6,Normally Aspirated,Normal,Unknown,Idle,3.8,230,Ford,Ford
,YT_test,Audi A7 3.0 TDI.wav,AudiA730TDI,,,Diesel,V,6,Unknown,Normal,Unknown,Idle,3.0,310,Audi,Audi
,YT_test,Lexus GS 350.wav,LexusGS350,,,Gasoline,V,6,Normally Aspirated,Normal,Open Hood,Idle,3.5,311,Toyota,Toyota
,YT_test,VW Passat 3.6 FSI.wav,VWPassat36FSI,,,Gasoline,V,6,Unknown,Normal,Unknown,Idle,3.6,280,VW,VW
,YT_test,VW Passat B6 3.2 FSI.wav,VWPassatB632FSI,,,Gasoline,V,6,Normally Aspirated,Normal,Unknown,Idle,3.2,250,VW,VW
,YT_test,BMW E92 335i Coupe.wav,BMWE92335iCoupe,,,Gasoline,Inline,6,Turbocharged,Abnormal,Open Hood,Idle,3.0,300,BMW,BMW
,YT_test,BMW N57D30.wav,BMWN57D30,,,Gasoline,Inline,6,Turbocharged,Abnormal,Unknown,Non Idle,3.0,Unknown,BMW,BMW
,YT_test,2009 Volvo S40 1.6.wav,2009VolvoS4016,,,Diesel,Inline,4,Turbocharged,Abnormal,Open Hood,Idle,1.6,108,Volvo,Volvo
,YT_test,1996 BMW 5 525i.wav,1996BMW5525i,,,Gasoline,Inline,6,Normally Aspirated,Normal,Unknown,Idle,2.5,190,BMW,BMW
,YT_test,2004 BMW E46 330d.wav,2004BMWE46330d,,,Diesel,Inline,6,Turbocharged,Normal,Unknown,Idle,3.0,200,BMW,BMW
,YT_test,2007 BMW 335i Coupe.wav,2007BMW335iCoupe,,,Gasoline,Inline,6,Turbocharged,Normal,Open Hood,Idle,3.0,300,BMW,BMW
,YT_test,1994 Mazda MX-5.wav,1994MazdaMX5,,,Gasoline,Inline,4,Normally Aspirated,Normal,Open Hood,Idle,1.8,128,Mazda,Mazda
,YT_test,2014 Jeep Cherokee 2.4L.wav,2014JeepCherokee24L,,,Gasoline,Inline,4,Normally Aspirated,Normal,Unknown,Idle,2.4,184,Jeep,FCA
